sample_idx,os_mm,ro_mm,os_pm,ro_pm
54,0.018387,0.012661,0.005314,0.454157
55,0.022333,0.013756,0.007740,0.329145
56,0.018201,0.011761,0.010074,0.275390
57,0.018803,0.012952,0.005599,0.485890
58,0.016052,0.011171,0.005318,0.422546
59,0.017790,0.011658,0.005206,0.376872
60,0.018684,0.011967,0.005516,0.417306
61,0.017750,0.012978,0.005007,0.457122
62,0.038147,0.025582,0.006039,0.527805
63,0.033159,0.021600,0.006164,0.470895
64,0.015522,0.010803,0.005141,0.427521
65,0.015438,0.012883,0.005244,0.438360
66,0.015774,0.010800,0.005219,0.381822
67,0.024727,0.020013,0.009414,0.323761
68,0.020265,0.013494,0.010142,0.345396
69,0.016720,0.010406,0.009300,0.290029
70,0.016874,0.010824,0.009017,0.309931
71,0.023731,0.019901,0.006137,0.380864
72,0.024628,0.018419,0.003857,0.582794
73,0.042770,0.032205,0.003917,0.597684
74,0.040674,0.029987,0.003763,0.550505
75,0.029079,0.022679,0.006274,0.488019
76,0.013247,0.007450,0.016720,0.126271
77,0.050395,0.034712,0.004757,0.540348
78,0.030543,0.020432,0.004146,0.453531
79,0.020153,0.012848,0.004134,0.423509
80,0.019435,0.011097,0.004217,0.346649
81,0.038884,0.026611,0.005468,0.442785
82,0.016061,0.012829,0.008214,0.570394
83,0.039990,0.028920,0.008202,0.389442
84,0.019399,0.015038,0.020501,0.166808
85,0.008977,0.008529,0.070652,0.517103
86,0.028622,0.015522,0.010198,0.272853
87,0.031149,0.015024,0.007340,0.606264
88,0.021828,0.017504,0.004918,0.582587
89,0.036011,0.025115,0.005156,0.591262
90,0.046667,0.036006,0.004325,0.576393
91,0.053837,0.044399,0.005306,0.519581
92,0.054248,0.045381,0.004651,0.565130
93,0.057653,0.043523,0.003854,0.557327
94,0.045595,0.031201,0.003666,0.519627
95,0.024095,0.016594,0.003593,0.509842
96,0.017533,0.014242,0.006258,0.657605
97,0.022016,0.011450,0.005504,0.674606
98,0.018677,0.011588,0.005187,0.658430
99,0.024449,0.013557,0.004923,0.676981
100,0.020897,0.011665,0.005190,0.660931
101,0.025640,0.012706,0.006538,0.674657
102,0.031200,0.024117,0.005340,0.671791
103,0.018860,0.009959,0.005478,0.645954
104,0.021142,0.015822,0.005222,0.664613
105,0.023746,0.018845,0.005633,0.663078
106,0.009229,0.006578,0.051557,1.069292
107,0.029253,0.020522,0.005494,0.668580
108,0.008597,0.010401,0.053671,1.248884
109,0.010196,0.013879,0.050858,1.714583
110,0.051212,0.032160,0.007405,0.655587
111,0.041729,0.033258,0.007577,0.523489
112,0.009031,0.007412,0.044968,0.550036
113,0.027182,0.014007,0.016968,0.247362
114,0.031170,0.020868,0.006730,0.688145
115,0.022332,0.009683,0.006771,0.696035
116,0.023753,0.014507,0.007326,0.670694
117,0.034027,0.022567,0.006529,0.697274
118,0.030888,0.017655,0.006642,0.688774
119,0.017363,0.011120,0.006113,0.675075
120,0.022907,0.011880,0.002586,0.597612
121,0.016918,0.008793,0.002759,0.553262
122,0.021492,0.012762,0.002608,0.615011
123,0.024805,0.013851,0.002700,0.605407
124,0.025210,0.016231,0.002587,0.595959
125,0.018416,0.009423,0.002716,0.587989
126,0.020414,0.009954,0.003115,0.568966
127,0.014324,0.006254,0.003726,0.552462
128,0.020563,0.012821,0.002735,0.571918
129,0.006889,0.006428,0.052134,1.050155
130,0.019053,0.011538,0.004053,0.650630
131,0.008018,0.004362,0.058119,1.312849
132,0.043686,0.027708,0.054633,1.122804
133,0.045783,0.026615,0.055031,1.022656
134,0.028487,0.016309,0.003594,0.317848
135,0.033973,0.020866,0.003676,0.352736
136,0.012581,0.006042,0.010625,0.594041
137,0.018190,0.011618,0.008568,0.410816
138,0.021311,0.013459,0.003115,0.662026
139,0.016996,0.011412,0.003523,0.627025
140,0.019413,0.011355,0.002734,0.629045
141,0.019777,0.009865,0.002546,0.616572
142,0.024722,0.014549,0.002552,0.614492
143,0.023940,0.012781,0.002690,0.606956
144,0.039094,0.026977,0.009832,0.237651
145,0.022165,0.014707,0.007694,0.269585
146,0.022487,0.015451,0.008013,0.293185
147,0.019060,0.012640,0.007113,0.361068
148,0.020880,0.012507,0.006377,0.359618
149,0.038067,0.024557,0.010128,0.222388
150,0.042797,0.029126,0.008477,0.266230
151,0.043461,0.032138,0.008017,0.261696
152,0.038548,0.024285,0.008511,0.303660
153,0.026250,0.017530,0.007773,0.286150
154,0.028885,0.018743,0.011166,0.024935
