time,theta_0,theta_1,theta_2,theta_3
1.156928176879882812e+02,8.362429618835449219e+00,9.305603981018066406e+00,1.179282665252685547e+00,6.887988746166229248e-02
1.161936569213867188e+02,8.362423896789550781e+00,9.305624008178710938e+00,1.179297208786010742e+00,6.886962056159973145e-02
1.166944885253906250e+02,8.362404823303222656e+00,9.305644989013671875e+00,1.179324150085449219e+00,6.886028498411178589e-02
1.171953277587890625e+02,8.362401008605957031e+00,9.305659294128417969e+00,1.179334640502929688e+00,6.885197013616561890e-02
1.176961593627929688e+02,8.362385749816894531e+00,9.305677413940429688e+00,1.179358720779418945e+00,6.884516030550003052e-02
1.181969985961914062e+02,8.362385749816894531e+00,9.305687904357910156e+00,1.179365038871765137e+00,6.883860379457473755e-02
1.186978302001953125e+02,8.362373352050781250e+00,9.305699348449707031e+00,1.179384589195251465e+00,6.883303076028823853e-02
1.191986618041992188e+02,8.362366676330566406e+00,9.305712699890136719e+00,1.179393291473388672e+00,6.882824748754501343e-02
1.196995010375976562e+02,8.362368583679199219e+00,9.305718421936035156e+00,1.179393529891967773e+00,6.882359087467193604e-02
1.202003326416015625e+02,8.362354278564453125e+00,9.305727958679199219e+00,1.179408550262451172e+00,6.881973892450332642e-02
1.207011718750000000e+02,8.362356185913085938e+00,9.305732727050781250e+00,1.179407715797424316e+00,6.881645321846008301e-02
1.212020034790039062e+02,8.362349510192871094e+00,9.305740356445312500e+00,1.179422259330749512e+00,6.881371140480041504e-02
1.217028350830078125e+02,8.362345695495605469e+00,9.305747032165527344e+00,1.179427981376647949e+00,6.881107389926910400e-02
1.222036743164062500e+02,1.458760976791381836e+00,9.357863426208496094e+00,8.651202201843261719e+00,6.629974395036697388e-02
1.227045059204101562e+02,6.163306236267089844e+00,9.376080513000488281e+00,9.177595138549804688e+00,1.186581030488014221e-01
1.232053451538085938e+02,2.407469034194946289e+00,9.352312088012695312e+00,7.876307487487792969e+00,7.082006335258483887e-02
1.237061767578125000e+02,2.651735782623291016e+00,9.338386535644531250e+00,6.703735828399658203e+00,6.881833821535110474e-02
1.242070083618164062e+02,3.024173259735107422e+00,9.331232070922851562e+00,6.234102725982666016e+00,7.131338119506835938e-02
1.247078475952148438e+02,3.704066991806030273e+00,9.323739051818847656e+00,5.744589805603027344e+00,7.425783574581146240e-02
1.252086791992187500e+02,5.296189308166503906e+00,9.318690299987792969e+00,4.861150741577148438e+00,7.468266785144805908e-02
1.257095184326171875e+02,6.668965816497802734e+00,9.313168525695800781e+00,3.768877267837524414e+00,7.360140979290008545e-02
1.262103500366210938e+02,7.375492572784423828e+00,9.310162544250488281e+00,2.922693490982055664e+00,7.248926907777786255e-02
1.267111816406250000e+02,7.736097812652587891e+00,9.308882713317871094e+00,2.365584611892700195e+00,7.191518694162368774e-02
1.272120208740234375e+02,7.941557884216308594e+00,9.307559967041015625e+00,2.005976438522338867e+00,7.201512902975082397e-02
1.277128524780273438e+02,8.070611000061035156e+00,9.305710792541503906e+00,1.767002940177917480e+00,7.266384363174438477e-02
1.282136840820312500e+02,8.157685279846191406e+00,9.303342819213867188e+00,1.601836681365966797e+00,7.370986044406890869e-02
1.287145233154296875e+02,8.219500541687011719e+00,9.300600051879882812e+00,1.483502030372619629e+00,7.502259314060211182e-02
1.292153625488281250e+02,8.265022277832031250e+00,9.297660827636718750e+00,1.396152973175048828e+00,7.649298757314682007e-02
1.297161865234375000e+02,8.299455642700195312e+00,9.294676780700683594e+00,1.330127239227294922e+00,7.802639156579971313e-02
1.302170257568359375e+02,8.326061248779296875e+00,9.291778564453125000e+00,1.279238820075988770e+00,7.954096049070358276e-02
1.307178649902343750e+02,8.346880912780761719e+00,9.289092063903808594e+00,1.239508867263793945e+00,8.096747100353240967e-02
1.312187042236328125e+02,8.832242965698242188e+00,8.624246597290039062e+00,3.857249021530151367e-01,9.092509746551513672e-01
1.317195281982421875e+02,8.687952041625976562e+00,8.970789909362792969e+00,6.634998321533203125e-01,4.009404480457305908e-01
1.322203674316406250e+02,8.583814620971679688e+00,9.089800834655761719e+00,8.386583924293518066e-01,2.549425661563873291e-01
1.327212066650390625e+02,8.544364929199218750e+00,9.141279220581054688e+00,9.066640138626098633e-01,2.009934633970260620e-01
1.332220306396484375e+02,8.528719902038574219e+00,9.168360710144042969e+00,9.334750771522521973e-01,1.751109808683395386e-01
1.337228698730468750e+02,8.520918846130371094e+00,9.186705589294433594e+00,9.469589591026306152e-01,1.587390452623367310e-01
1.342237091064453125e+02,8.515717506408691406e+00,9.201485633850097656e+00,9.561010003089904785e-01,1.462676227092742920e-01
1.347245483398437500e+02,8.511476516723632812e+00,9.214370727539062500e+00,9.636377096176147461e-01,1.359019726514816284e-01
1.352253723144531250e+02,8.507695198059082031e+00,9.225945472717285156e+00,9.704089760780334473e-01,1.269900649785995483e-01
1.357262115478515625e+02,8.504214286804199219e+00,9.236433029174804688e+00,9.766509532928466797e-01,1.192311868071556091e-01
1.362270507812500000e+02,8.500976562500000000e+00,9.245970726013183594e+00,9.824700355529785156e-01,1.124413907527923584e-01
1.367278747558593750e+02,8.497955322265625000e+00,9.254652023315429688e+00,9.879086017608642578e-01,1.064837574958801270e-01
1.372287139892578125e+02,8.495148658752441406e+00,9.262544631958007812e+00,9.929683804512023926e-01,1.012448519468307495e-01
1.377295532226562500e+02,8.492534637451171875e+00,9.269727706909179688e+00,9.976900815963745117e-01,9.662953764200210571e-02
1.382303771972656250e+02,8.490097999572753906e+00,9.276267051696777344e+00,1.002098917961120605e+00,9.255606681108474731e-02
1.387312164306640625e+02,8.487847328186035156e+00,9.282206535339355469e+00,1.006182312965393066e+00,8.895364403724670410e-02
1.392320556640625000e+02,8.485755920410156250e+00,9.287613868713378906e+00,1.009984254837036133e+00,8.576234430074691772e-02
1.397328948974609375e+02,8.483818054199218750e+00,9.292530059814453125e+00,1.013509869575500488e+00,8.293055742979049683e-02
1.402337188720703125e+02,8.482019424438476562e+00,9.297003746032714844e+00,1.016789078712463379e+00,8.041357249021530151e-02
1.407345581054687500e+02,8.480369567871093750e+00,9.301065444946289062e+00,1.019802451133728027e+00,7.817298918962478638e-02
1.412353973388671875e+02,8.478843688964843750e+00,9.304759025573730469e+00,1.022595405578613281e+00,7.617583870887756348e-02
1.417362213134765625e+02,8.504930496215820312e+00,9.318389892578125000e+00,9.888339638710021973e-01,7.035553455352783203e-02
1.422370605468750000e+02,8.502695083618164062e+00,9.321798324584960938e+00,9.937638044357299805e-01,6.902506947517395020e-02
1.427378997802734375e+02,8.501401901245117188e+00,9.324665069580078125e+00,9.968910813331604004e-01,6.776604801416397095e-02
1.432387237548828125e+02,8.500296592712402344e+00,9.327177047729492188e+00,9.993334412574768066e-01,6.661889702081680298e-02
1.437395629882812500e+02,8.499331474304199219e+00,9.329411506652832031e+00,1.001357555389404297e+00,6.558185070753097534e-02
1.442404022216796875e+02,8.498463630676269531e+00,9.331418991088867188e+00,1.003117918968200684e+00,6.464792788028717041e-02
1.447412414550781250e+02,8.497685432434082031e+00,9.333224296569824219e+00,1.004668951034545898e+00,6.380764394998550415e-02
1.452420654296875000e+02,8.496973037719726562e+00,9.334856986999511719e+00,1.006057024002075195e+00,6.305271387100219727e-02
1.457429046630859375e+02,8.496344566345214844e+00,9.336322784423828125e+00,1.007282972335815430e+00,6.237372010946273804e-02
1.462437438964843750e+02,8.495766639709472656e+00,9.337647438049316406e+00,1.008394956588745117e+00,6.176423653960227966e-02
1.467445678710937500e+02,8.495237350463867188e+00,9.338850021362304688e+00,1.009411215782165527e+00,6.121695414185523987e-02
1.472454071044921875e+02,8.494771957397460938e+00,9.339928627014160156e+00,1.010309100151062012e+00,6.072498857975006104e-02
1.477462463378906250e+02,8.494338989257812500e+00,9.340907096862792969e+00,1.011129021644592285e+00,6.028348207473754883e-02
1.482470855712890625e+02,8.493952751159667969e+00,9.341786384582519531e+00,1.011873960494995117e+00,5.988726764917373657e-02
1.487479095458984375e+02,8.493591308593750000e+00,9.342582702636718750e+00,1.012559056282043457e+00,5.953163281083106995e-02
1.492487487792968750e+02,8.493280410766601562e+00,9.343296051025390625e+00,1.013156771659851074e+00,5.921232700347900391e-02
1.497495880126953125e+02,8.492993354797363281e+00,9.343939781188964844e+00,1.013704776763916016e+00,5.892587825655937195e-02
1.502504119873046875e+02,8.492727279663085938e+00,9.344523429870605469e+00,1.014217019081115723e+00,5.866888538002967834e-02
1.507512512207031250e+02,8.492499351501464844e+00,9.345041275024414062e+00,1.014647245407104492e+00,5.843854323029518127e-02
1.512520904541015625e+02,8.492288589477539062e+00,9.345509529113769531e+00,1.015052676200866699e+00,5.823208019137382507e-02
1.517529144287109375e+02,8.492092132568359375e+00,9.345933914184570312e+00,1.015427112579345703e+00,5.804731324315071106e-02
1.522537536621093750e+02,8.491927146911621094e+00,9.346307754516601562e+00,1.015740275382995605e+00,5.788128450512886047e-02
1.527545928955078125e+02,8.491773605346679688e+00,9.346650123596191406e+00,1.016033887863159180e+00,5.773285031318664551e-02
1.532554321289062500e+02,8.491637229919433594e+00,9.346953392028808594e+00,1.016298651695251465e+00,5.759987607598304749e-02
1.537562561035156250e+02,8.491506576538085938e+00,9.347228050231933594e+00,1.016548037528991699e+00,5.748127773404121399e-02
1.542570953369140625e+02,8.491403579711914062e+00,9.347471237182617188e+00,1.016751289367675781e+00,5.737487599253654480e-02
1.547579345703125000e+02,8.491299629211425781e+00,9.347689628601074219e+00,1.016940355300903320e+00,5.727951601147651672e-02
1.552587585449218750e+02,8.491204261779785156e+00,9.347888946533203125e+00,1.017122030258178711e+00,5.719480663537979126e-02
1.557595977783203125e+02,8.491129875183105469e+00,9.348060607910156250e+00,1.017266511917114258e+00,5.711878463625907898e-02
1.562604370117187500e+02,8.491058349609375000e+00,9.348216056823730469e+00,1.017403006553649902e+00,5.705083906650543213e-02
1.567612762451171875e+02,8.490996360778808594e+00,9.348358154296875000e+00,1.017524003982543945e+00,5.699031800031661987e-02
1.572621002197265625e+02,8.490930557250976562e+00,9.348485946655273438e+00,1.017647385597229004e+00,5.693639442324638367e-02
1.577629394531250000e+02,8.490887641906738281e+00,9.348595619201660156e+00,1.017732620239257812e+00,5.688804760575294495e-02
1.582637786865234375e+02,8.490839958190917969e+00,9.348692893981933594e+00,1.017820239067077637e+00,5.684489011764526367e-02
1.587646026611328125e+02,8.490794181823730469e+00,9.348786354064941406e+00,1.017907977104187012e+00,5.680693686008453369e-02
1.592654418945312500e+02,8.490764617919921875e+00,9.348862648010253906e+00,1.017969489097595215e+00,5.677255243062973022e-02
1.597662811279296875e+02,8.490732192993164062e+00,9.348932266235351562e+00,1.018030524253845215e+00,5.674180015921592712e-02
1.602671051025390625e+02,8.490695953369140625e+00,9.349000930786132812e+00,1.018099069595336914e+00,5.671517550945281982e-02
1.607679443359375000e+02,8.490677833557128906e+00,9.349052429199218750e+00,1.018134474754333496e+00,5.669090524315834045e-02
1.612687835693359375e+02,8.490654945373535156e+00,9.349102020263671875e+00,1.018180489540100098e+00,5.666897818446159363e-02
1.617696228027343750e+02,8.490633010864257812e+00,9.349146842956542969e+00,1.018218278884887695e+00,5.665009841322898865e-02
1.622704467773437500e+02,8.490608215332031250e+00,9.349188804626464844e+00,1.018265128135681152e+00,5.663310363888740540e-02
1.627712860107421875e+02,8.490599632263183594e+00,9.349221229553222656e+00,1.018285155296325684e+00,5.661806836724281311e-02
1.632721252441406250e+02,8.490584373474121094e+00,9.349252700805664062e+00,1.018310308456420898e+00,5.660454183816909790e-02
1.637729492187500000e+02,8.490565299987792969e+00,9.349284172058105469e+00,1.018349528312683105e+00,5.659276619553565979e-02
1.642737884521484375e+02,8.490560531616210938e+00,9.349305152893066406e+00,1.018358707427978516e+00,5.658195167779922485e-02
1.647746276855468750e+02,8.490548133850097656e+00,9.349326133728027344e+00,1.018377900123596191e+00,5.657243356108665466e-02
1.652754516601562500e+02,8.490534782409667969e+00,9.349349975585937500e+00,1.018406629562377930e+00,5.656430870294570923e-02
1.657762908935546875e+02,8.490532875061035156e+00,9.349364280700683594e+00,1.018410444259643555e+00,5.655677244067192078e-02
1.662771301269531250e+02,1.448418021202087402e+00,9.373469352722167969e+00,7.907200336456298828e+00,5.642469227313995361e-02
1.667779693603515625e+02,3.152429342269897461e+00,9.412192344665527344e+00,7.817595958709716797e+00,5.745052546262741089e-02
1.672787933349609375e+02,7.153307437896728516e+00,9.007694244384765625e+00,3.224072456359863281e+00,3.384782671928405762e-01
1.677796325683593750e+02,5.903973579406738281e+00,9.218448638916015625e+00,4.113780975341796875e+00,1.419213861227035522e-01
1.682804718017578125e+02,5.995790958404541016e+00,9.276214599609375000e+00,4.170318126678466797e+00,1.053820624947547913e-01
1.687812957763671875e+02,6.988620758056640625e+00,9.301212310791015625e+00,3.372237682342529297e+00,8.965468406677246094e-02
1.692821350097656250e+02,7.641595840454101562e+00,9.313138961791992188e+00,2.573263406753540039e+00,8.100669085979461670e-02
1.697829742431640625e+02,8.227025032043457031e+00,9.095946311950683594e+00,1.549408197402954102e+00,2.558495998382568359e-01
1.702838134765625000e+02,8.224459648132324219e+00,9.229529380798339844e+00,1.548985838890075684e+00,1.389203369617462158e-01
1.707846374511718750e+02,8.308491706848144531e+00,9.275485038757324219e+00,1.411870598793029785e+00,1.044078320264816284e-01
1.712854766845703125e+02,8.373477935791015625e+00,9.294687271118164062e+00,1.290495395660400391e+00,9.134246408939361572e-02
1.717863159179687500e+02,8.420677185058593750e+00,9.305012702941894531e+00,1.199448227882385254e+00,8.486740291118621826e-02
1.722871398925781250e+02,8.455401420593261719e+00,9.311728477478027344e+00,1.132442235946655273e+00,8.088997006416320801e-02
1.727879791259765625e+02,8.481361389160156250e+00,9.316590309143066406e+00,1.082650780677795410e+00,7.811021804809570312e-02
1.732888183593750000e+02,8.501057624816894531e+00,9.320317268371582031e+00,1.045135378837585449e+00,7.603421807289123535e-02
1.737896423339843750e+02,8.516201019287109375e+00,9.323265075683593750e+00,1.016460776329040527e+00,7.442276179790496826e-02
1.742904815673828125e+02,8.527984619140625000e+00,9.325652122497558594e+00,9.942744970321655273e-01,7.313150912523269653e-02
1.747913208007812500e+02,8.537211418151855469e+00,9.327651023864746094e+00,9.769824743270874023e-01,7.206078618764877319e-02
1.752921600341796875e+02,8.544473648071289062e+00,9.329391479492187500e+00,9.634237289428710938e-01,7.113782316446304321e-02
1.757929840087890625e+02,8.550191879272460938e+00,9.330969810485839844e+00,9.527866840362548828e-01,7.030771672725677490e-02
1.762938232421875000e+02,8.554701805114746094e+00,9.332456588745117188e+00,9.444289803504943848e-01,6.953052431344985962e-02
1.767946624755859375e+02,8.558231353759765625e+00,9.333907127380371094e+00,9.379124641418457031e-01,6.877898424863815308e-02
1.772954864501953125e+02,8.560972213745117188e+00,9.335363388061523438e+00,9.328792095184326172e-01,6.803397089242935181e-02
1.777963256835937500e+02,8.563084602355957031e+00,9.336834907531738281e+00,9.290198087692260742e-01,6.728374958038330078e-02
1.782971649169921875e+02,8.564676284790039062e+00,9.338347434997558594e+00,9.261376857757568359e-01,6.652317941188812256e-02
1.787980041503906250e+02,8.565846443176269531e+00,9.339899063110351562e+00,9.240406155586242676e-01,6.575107574462890625e-02
1.792988281250000000e+02,8.566671371459960938e+00,9.341488838195800781e+00,9.225915074348449707e-01,6.496915221214294434e-02
1.797996673583984375e+02,8.567226409912109375e+00,9.343098640441894531e+00,9.216426610946655273e-01,6.418062746524810791e-02
1.803005065917968750e+02,8.567557334899902344e+00,9.344733238220214844e+00,9.211217164993286133e-01,6.339085847139358521e-02
1.808013305664062500e+02,8.567706108093261719e+00,9.346379280090332031e+00,9.209394454956054688e-01,6.260527670383453369e-02
1.813021697998046875e+02,8.567720413208007812e+00,9.348015785217285156e+00,9.210069179534912109e-01,6.182894855737686157e-02
1.818030090332031250e+02,8.567619323730468750e+00,9.349637031555175781e+00,9.212878346443176270e-01,6.106774136424064636e-02
1.823038330078125000e+02,8.567429542541503906e+00,9.351238250732421875e+00,9.217340350151062012e-01,6.032634526491165161e-02
1.828046722412109375e+02,8.567187309265136719e+00,9.352799415588378906e+00,9.222835898399353027e-01,5.960785597562789917e-02
1.833055114746093750e+02,8.566893577575683594e+00,9.354315757751464844e+00,9.229261279106140137e-01,5.891671404242515564e-02
1.838063507080078125e+02,8.566564559936523438e+00,9.355781555175781250e+00,9.236306548118591309e-01,5.825508013367652893e-02
1.843071746826171875e+02,8.566212654113769531e+00,9.357192993164062500e+00,9.243782758712768555e-01,5.762486159801483154e-02
1.848080139160156250e+02,8.565859794616699219e+00,9.358537673950195312e+00,9.251235723495483398e-01,5.702742561697959900e-02
1.853088531494140625e+02,8.565498352050781250e+00,9.359818458557128906e+00,9.258850812911987305e-01,5.646307021379470825e-02
1.858096771240234375e+02,8.565130233764648438e+00,9.361037254333496094e+00,9.266446828842163086e-01,5.593279376626014709e-02
1.863105163574218750e+02,8.564785003662109375e+00,9.362182617187500000e+00,9.273732304573059082e-01,5.543554946780204773e-02
1.868113555908203125e+02,8.564441680908203125e+00,9.363259315490722656e+00,9.280870556831359863e-01,5.497130006551742554e-02
1.873121795654296875e+02,8.564106941223144531e+00,9.364272117614746094e+00,9.287825822830200195e-01,5.453914403915405273e-02
1.878130187988281250e+02,8.563798904418945312e+00,9.365215301513671875e+00,9.294279217720031738e-01,5.413770303130149841e-02
1.883138580322265625e+02,8.563500404357910156e+00,9.366094589233398438e+00,9.300495982170104980e-01,5.376593396067619324e-02
1.888146972656250000e+02,8.563216209411621094e+00,9.366910934448242188e+00,9.306336045265197754e-01,5.342228338122367859e-02
1.893155212402343750e+02,8.562948226928710938e+00,9.367670059204101562e+00,9.311935901641845703e-01,5.310582742094993591e-02
1.898163604736328125e+02,8.562705993652343750e+00,9.368366241455078125e+00,9.316995143890380859e-01,5.281434580683708191e-02
1.903171997070312500e+02,8.562476158142089844e+00,9.369009971618652344e+00,9.321784377098083496e-01,5.254670232534408569e-02
1.908180236816406250e+02,8.808780670166015625e+00,8.999338150024414062e+00,5.023390650749206543e-01,3.864192664623260498e-01
1.913188629150390625e+02,8.707015991210937500e+00,9.172616004943847656e+00,6.940271258354187012e-01,1.936353743076324463e-01
1.918197021484375000e+02,8.656327247619628906e+00,9.242568016052246094e+00,7.792828679084777832e-01,1.315866410732269287e-01
1.923205413818359375e+02,8.635631561279296875e+00,9.274425506591796875e+00,8.140701651573181152e-01,1.074809432029724121e-01
1.928213653564453125e+02,8.625671386718750000e+00,9.292677879333496094e+00,8.314483165740966797e-01,9.510964155197143555e-02
1.933222045898437500e+02,8.619624137878417969e+00,9.305706977844238281e+00,8.425373435020446777e-01,8.695916086435317993e-02
1.938230438232421875e+02,8.615200042724609375e+00,9.316207885742187500e+00,8.509411811828613281e-01,8.077818900346755981e-02
1.943238677978515625e+02,8.611636161804199219e+00,9.325112342834472656e+00,8.578611016273498535e-01,7.579291611909866333e-02
1.948247070312500000e+02,8.608652114868164062e+00,9.332798004150390625e+00,8.637349009513854980e-01,7.166823744773864746e-02
1.953255462646484375e+02,8.606101989746093750e+00,9.339480400085449219e+00,8.688105940818786621e-01,6.821642816066741943e-02
1.958263702392578125e+02,8.603902816772460938e+00,9.345305442810058594e+00,8.732221722602844238e-01,6.530907005071640015e-02
1.963272094726562500e+02,8.602010726928710938e+00,9.350379943847656250e+00,8.770543932914733887e-01,6.284768134355545044e-02
1.968280487060546875e+02,8.600366592407226562e+00,9.354814529418945312e+00,8.804034590721130371e-01,6.075512617826461792e-02
1.973288879394531250e+02,8.598938941955566406e+00,9.358686447143554688e+00,8.833360671997070312e-01,5.896971002221107483e-02
1.978297119140625000e+02,8.597692489624023438e+00,9.362076759338378906e+00,8.859089612960815430e-01,5.744097381830215454e-02
1.983305511474609375e+02,8.596611976623535156e+00,9.365040779113769531e+00,8.881518840789794922e-01,5.612755194306373596e-02
1.988313903808593750e+02,1.146958470344543457e+00,9.437963485717773438e+00,9.165324211120605469e+00,5.076503008604049683e-02
1.993322143554687500e+02,6.889247894287109375e+00,8.791301727294921875e+00,3.710178136825561523e+00,6.099365949630737305e-01
1.998330535888671875e+02,5.121574878692626953e+00,9.125221252441406250e+00,4.803233623504638672e+00,2.258991003036499023e-01
2.003338928222656250e+02,4.067597389221191406e+00,9.247990608215332031e+00,5.431994438171386719e+00,1.311285197734832764e-01
2.008347320556640625e+02,2.034696340560913086e+00,9.329834938049316406e+00,7.591389179229736328e+00,8.674681186676025391e-02
2.013355560302734375e+02,2.494052171707153320e+00,9.367837905883789062e+00,7.538821697235107422e+00,7.497213035821914673e-02
2.018363952636718750e+02,2.480502367019653320e+00,9.359967231750488281e+00,7.021093845367431641e+00,7.281773537397384644e-02
2.023372344970703125e+02,2.647705793380737305e+00,9.360621452331542969e+00,6.672060966491699219e+00,7.112401723861694336e-02
2.028380584716796875e+02,2.907176971435546875e+00,9.361054420471191406e+00,6.318975448608398438e+00,7.035034149885177612e-02
2.033388977050781250e+02,3.261903047561645508e+00,9.359315872192382812e+00,5.954951763153076172e+00,7.090942561626434326e-02
2.038397369384765625e+02,3.753189325332641602e+00,9.354434967041015625e+00,5.564795017242431641e+00,7.318493723869323730e-02
2.043405609130859375e+02,4.690597534179687500e+00,9.347218513488769531e+00,5.018539905548095703e+00,7.659941911697387695e-02
2.048414001464843750e+02,6.310959815979003906e+00,9.342593193054199219e+00,4.011582851409912109e+00,7.750751823186874390e-02
2.053422393798828125e+02,7.410245895385742188e+00,9.338950157165527344e+00,2.938515901565551758e+00,7.710801810026168823e-02
2.058430786132812500e+02,7.922002792358398438e+00,9.336239814758300781e+00,2.194369792938232422e+00,7.705077528953552246e-02
2.063439025878906250e+02,8.177268028259277344e+00,9.333493232727050781e+00,1.739863276481628418e+00,7.780368626117706299e-02
2.068447418212890625e+02,8.323526382446289062e+00,9.330234527587890625e+00,1.458243846893310547e+00,7.924766838550567627e-02
2.073455810546875000e+02,8.416511535644531250e+00,9.326603889465332031e+00,1.274910688400268555e+00,8.110873401165008545e-02
2.078464050292968750e+02,8.479967117309570312e+00,9.322895050048828125e+00,1.149598836898803711e+00,8.313487470149993896e-02
2.083472442626953125e+02,8.525424003601074219e+00,9.319375038146972656e+00,1.060458421707153320e+00,8.512214571237564087e-02
2.088480834960937500e+02,8.559041976928710938e+00,9.316271781921386719e+00,9.951642751693725586e-01,8.691191673278808594e-02
2.093489074707031250e+02,8.584454536437988281e+00,9.313748359680175781e+00,9.463210701942443848e-01,8.838717639446258545e-02
2.098497467041015625e+02,8.603933334350585938e+00,9.311897277832031250e+00,9.092502593994140625e-01,8.946809172630310059e-02
2.103505859375000000e+02,8.618966102600097656e+00,9.310779571533203125e+00,8.809074163436889648e-01,9.010802954435348511e-02
2.108514251708984375e+02,8.630587577819824219e+00,9.310418128967285156e+00,8.591865301132202148e-01,9.029026329517364502e-02
2.113522491455078125e+02,8.639547348022460938e+00,9.310789108276367188e+00,8.425976037979125977e-01,9.002122282981872559e-02
2.118530883789062500e+02,8.646402359008789062e+00,9.311851501464843750e+00,8.300173282623291016e-01,8.932705223560333252e-02
2.123539276123046875e+02,8.651576995849609375e+00,9.313560485839843750e+00,8.206299543380737305e-01,8.824890106916427612e-02
2.128547515869140625e+02,8.655395507812500000e+00,9.315845489501953125e+00,8.137917518615722656e-01,8.683660626411437988e-02
2.133555908203125000e+02,8.658140182495117188e+00,9.318616867065429688e+00,8.089765310287475586e-01,8.514536172151565552e-02
2.138564300537109375e+02,8.660017967224121094e+00,9.321813583374023438e+00,8.057870268821716309e-01,8.323366940021514893e-02
2.143572692871093750e+02,8.661206245422363281e+00,9.325345993041992188e+00,8.038904070854187012e-01,8.115773648023605347e-02
2.148580932617187500e+02,8.661846160888671875e+00,9.329142570495605469e+00,8.030185103416442871e-01,7.897125929594039917e-02
2.153589324951171875e+02,8.662066459655761719e+00,9.333119392395019531e+00,8.029352426528930664e-01,7.672266662120819092e-02
2.158597717285156250e+02,8.661952972412109375e+00,9.337214469909667969e+00,8.034730553627014160e-01,7.445555180311203003e-02
2.163605957031250000e+02,8.661588668823242188e+00,9.341373443603515625e+00,8.044875264167785645e-01,7.220644503831863403e-02
2.168614349365234375e+02,8.661046028137207031e+00,9.345524787902832031e+00,8.058335781097412109e-01,7.000484317541122437e-02
2.173622741699218750e+02,8.660370826721191406e+00,9.349635124206542969e+00,8.074315190315246582e-01,6.787462532520294189e-02
2.178630981445312500e+02,8.659604072570800781e+00,9.353662490844726562e+00,8.092036247253417969e-01,6.583409011363983154e-02
2.183639373779296875e+02,8.658786773681640625e+00,9.357564926147460938e+00,8.110643029212951660e-01,6.389517337083816528e-02
2.188647766113281250e+02,8.657940864562988281e+00,9.361329078674316406e+00,8.129812479019165039e-01,6.206651404500007629e-02
2.193656158447265625e+02,8.657086372375488281e+00,9.364933013916015625e+00,8.149106502532958984e-01,6.035239994525909424e-02
2.198664398193359375e+02,8.656235694885253906e+00,9.368361473083496094e+00,8.168223500251770020e-01,5.875445529818534851e-02
2.203672790527343750e+02,8.655413627624511719e+00,9.371603012084960938e+00,8.186793923377990723e-01,5.727094039320945740e-02
2.208681182861328125e+02,8.654616355895996094e+00,9.374656677246093750e+00,8.204808235168457031e-01,5.589964985847473145e-02
2.213689422607421875e+02,8.653851509094238281e+00,9.377522468566894531e+00,8.222132325172424316e-01,5.463625863194465637e-02
2.218697814941406250e+02,8.653128623962402344e+00,9.380194664001464844e+00,8.238483071327209473e-01,5.347551032900810242e-02
2.223706207275390625e+02,8.652451515197753906e+00,9.382685661315917969e+00,8.254013061523437500e-01,5.241151154041290283e-02
2.228714599609375000e+02,8.651810646057128906e+00,9.384996414184570312e+00,8.268648982048034668e-01,5.143891274929046631e-02
2.233722839355468750e+02,8.651206970214843750e+00,9.387137413024902344e+00,8.282405138015747070e-01,5.055110529065132141e-02
2.238731231689453125e+02,8.650656700134277344e+00,9.389108657836914062e+00,8.295124769210815430e-01,4.974219575524330139e-02
2.243739624023437500e+02,8.650144577026367188e+00,9.390927314758300781e+00,8.307007551193237305e-01,4.900608584284782410e-02
2.248747863769531250e+02,8.649666786193847656e+00,9.392601013183593750e+00,8.318070173263549805e-01,4.833757132291793823e-02
2.253756256103515625e+02,8.649230957031250000e+00,9.394128799438476562e+00,8.328182101249694824e-01,4.773041605949401855e-02
2.258764648437500000e+02,8.648828506469726562e+00,9.395529747009277344e+00,8.337554931640625000e-01,4.718036949634552002e-02
2.263772888183593750e+02,8.648456573486328125e+00,9.396812438964843750e+00,8.346244692802429199e-01,4.668217524886131287e-02
2.268781280517578125e+02,8.648124694824218750e+00,9.397978782653808594e+00,8.354064822196960449e-01,4.623123258352279663e-02
2.273789672851562500e+02,8.647815704345703125e+00,9.399041175842285156e+00,8.361297845840454102e-01,4.582358151674270630e-02
2.278798065185546875e+02,8.647535324096679688e+00,9.400008201599121094e+00,8.367909193038940430e-01,4.545523226261138916e-02
2.283806304931640625e+02,8.647275924682617188e+00,9.400889396667480469e+00,8.374009728431701660e-01,4.512295499444007874e-02
2.288814697265625000e+02,8.647048950195312500e+00,9.401684761047363281e+00,8.379403948783874512e-01,4.482297226786613464e-02
2.293823089599609375e+02,8.646837234497070312e+00,9.402404785156250000e+00,8.384432196617126465e-01,4.455273225903511047e-02
2.298831329345703125e+02,5.687647819519042969e+00,9.424777030944824219e+00,9.426063537597656250e+00,1.323729902505874634e-01
2.303839721679687500e+02,5.736678123474121094e+00,9.442743301391601562e+00,9.174461364746093750e+00,9.835182130336761475e-02
2.308848114013671875e+02,2.096557378768920898e+00,9.446739196777343750e+00,8.012443542480468750e+00,4.624788463115692139e-02
2.313856353759765625e+02,2.330073118209838867e+00,9.430953979492187500e+00,6.785500049591064453e+00,4.483048245310783386e-02
