experiment,label,P,sample_idx,species,nrmse
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,338,A,0.05586768779509985
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,338,M,0.9660401822916015
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,341,A,0.06627226947890634
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,341,M,0.9428160462555596
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,346,A,0.058684487935546696
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,346,M,0.8965731975616519
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,348,A,0.045127205367339114
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,348,M,0.8522944873520109
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,352,A,0.052353147893107486
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,352,M,0.8101229993706578
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,355,A,0.04383393391772551
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,355,M,0.9240267961890012
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,359,A,0.06680379359272351
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,359,M,0.9064770453935663
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,368,A,0.04596032987609972
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,368,M,0.9554740725107829
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,369,A,0.04273766076836701
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,369,M,0.906882907575455
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,374,A,0.13088140438065832
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,374,M,0.9502002383417588
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,376,A,12358614.802360535
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,376,M,0.31095862645924455
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,377,A,0.04519653863059281
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,377,M,0.8498658678119831
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,385,A,0.051045326960569
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,385,M,0.9629404341659525
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,387,A,0.04839316603864415
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,387,M,0.8628222085900392
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,391,A,0.05955596421012646
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,391,M,0.7973314570970125
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,394,A,0.0483789439166085
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,394,M,0.8594734302809616
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,398,A,0.06395017458339651
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,398,M,0.8003167096473609
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,403,A,0.08694526463429049
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,403,M,1.148826698035516
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,404,A,0.05136297356116961
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,404,M,0.9736554176199498
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,408,A,0.045339315055988316
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,408,M,0.9775927866025362
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,410,A,0.06189861730599223
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,410,M,0.9520017320393206
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,414,A,0.07406295560849233
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,414,M,0.9062448762906713
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,416,A,0.0598047869802117
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,416,M,1.0111395315820613
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,419,A,0.03731489269223941
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,419,M,0.8942947153608933
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,425,A,0.04155287243833875
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,425,M,0.9786100437903168
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,426,A,0.06606966203214917
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,426,M,0.9365024142688331
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,428,A,0.07280479737641284
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,428,M,0.9971522653385965
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,435,A,0.057037458455399676
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,435,M,0.8373304722147351
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,439,A,0.05346191120985163
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,439,M,0.852192490961163
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,450,A,0.05458293922773011
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,450,M,0.8780568551231144
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,452,A,0.04498821405155138
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,452,M,0.9521013615825736
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,462,A,0.10356252769120367
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,462,M,0.8654432998305919
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,468,A,0.04140535877247254
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,468,M,0.9308535067036093
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,484,A,0.06748420737455094
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,484,M,0.9433613187680233
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,488,A,0.04126153338004999
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,488,M,0.9027876454040771
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,491,A,0.05836175764819707
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,491,M,0.9836241154847652
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,496,A,0.052406863070640915
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,496,M,0.8378768187007153
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,507,A,0.04998709688462657
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,507,M,0.8866516360107878
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,515,A,0.04141181955810327
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,515,M,1.057331519389354
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,520,A,0.04499482640106437
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,520,M,0.7485334686231058
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,522,A,0.05212082894139697
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,522,M,0.8876822624796831
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,523,A,0.08018109377130335
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,523,M,0.9081598586845323
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,525,A,0.06907461498533227
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,525,M,0.9505049862100602
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,526,A,0.055945608858599255
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,526,M,0.8216101994371214
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,530,A,0.09376378559171207
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,530,M,0.7491673127333915
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,531,A,0.05642080174641424
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,531,M,0.9110144502475692
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,533,A,0.05464606956887178
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,533,M,0.824312947625759
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,557,A,0.040636184149955644
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,557,M,0.9123380033261529
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,563,A,0.07937123654954781
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,563,M,1.0612369479897992
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,564,A,0.05034949451690443
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,564,M,0.8835217096723041
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,572,A,0.060175550040351654
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,572,M,0.9973328682957228
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,575,A,0.04893274903332452
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,575,M,0.852229003262106
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,584,A,0.06401080663458007
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,584,M,0.8125115497019322
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,587,A,0.05476181968548012
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,587,M,1.0569009428857146
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,589,A,0.06317711451291307
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,589,M,0.7501307986730474
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,590,A,0.06980916549376133
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,590,M,0.79474550639213
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,598,A,0.04666890012674222
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,598,M,0.8739632718689865
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,600,A,0.05996682108124972
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,600,M,1.0358506920724244
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,602,A,0.06040302120649051
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,602,M,0.9106437170667383
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,603,A,0.07391327942692788
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,603,M,0.8695823440538952
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,604,A,0.0908206774905758
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,604,M,0.8934721275413682
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,612,A,0.06163063245200348
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,612,M,0.8081934176397538
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,616,A,0.0418930413589234
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,616,M,0.8881099020889576
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,619,A,0.03474588742367815
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,619,M,0.7815402763844758
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,620,A,0.0797841153968559
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,620,M,0.47911661340718625
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,625,A,0.05321547075028041
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,625,M,0.9349009556994664
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,632,A,0.20377052743864604
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,632,M,0.6421374878221774
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,638,A,0.06287969797043642
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,638,M,0.9050489510985716
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,639,A,0.05841545333230584
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,639,M,0.9494909811131482
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,641,A,0.060103155186125086
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,641,M,0.7389977359431618
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,644,A,0.047551323386184605
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,644,M,0.9126239398007367
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,646,A,0.0779554938288397
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,646,M,0.9547005793069797
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,661,A,0.05616370825883778
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,661,M,0.9864633897475092
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,677,A,0.053229998942813585
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,677,M,0.971921558243601
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,679,A,0.11010840518421396
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,679,M,0.6576723836566691
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,681,A,0.05187652923806459
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,681,M,0.8810430584066532
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,682,A,0.04753999194764455
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,682,M,0.8918799577148092
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,685,A,0.054861279919379856
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,685,M,0.6951357297721773
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,687,A,0.06401920201969098
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,687,M,1.0919741631579227
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,692,A,0.057413147875375194
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,692,M,0.8365650234439747
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,693,A,0.06136308692055378
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,693,M,0.7913005982417982
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,700,A,0.0516662875578079
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,700,M,0.9131410059267079
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,703,A,0.04736598473320947
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,703,M,0.8703773154636838
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,707,A,0.04902225675567999
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,707,M,0.9246846034101481
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,709,A,0.04321709809093789
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,709,M,0.7836003492966515
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,712,A,0.050368015301280995
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,712,M,0.8445115258883775
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,717,A,0.05283641633028905
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,717,M,0.8909541016571104
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,718,A,0.06417417858340337
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,718,M,0.8450160951774346
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,721,A,0.06373655392259135
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,721,M,0.8003116330883372
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,726,A,0.03712993036014553
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,726,M,0.9811861637563035
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,736,A,0.05605635630925646
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,736,M,0.8403654059073782
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,740,A,0.0631623280915558
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,740,M,0.8926848325484245
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,741,A,0.06169935079879776
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,741,M,0.730183510603907
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,743,A,0.052777732394038455
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,743,M,0.9757370300311033
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,750,A,0.06310632902698694
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,750,M,0.8547546001310278
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,751,A,0.05861445349320818
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,751,M,0.9449412215030595
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,752,A,0.11918886668891643
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,752,M,0.6903124145398405
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,757,A,0.09383362770025871
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,757,M,0.45119171874237
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,763,A,0.044763074048368566
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,763,M,0.912352698396888
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,779,A,0.05072708538081025
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,779,M,0.9919884378064792
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,785,A,0.06180645041284214
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,785,M,0.9264807142598963
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,786,A,0.05452434312650618
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,786,M,0.9700766926187747
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,790,A,0.09657377243488162
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,790,M,0.8749936449990926
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,792,A,0.05030991307815868
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,792,M,0.8494497548719543
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,794,A,0.06196730003913708
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,794,M,0.8251829770097845
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,803,A,0.07923427677195576
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,803,M,0.9056193459825238
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,807,A,0.06415605858142644
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,807,M,0.8835966388329737
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,813,A,0.03306864877204787
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,813,M,0.8781641043130485
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,821,A,0.047446428784729815
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,821,M,0.9306912822076151
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,828,A,0.06732821358882497
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,828,M,0.8612035232830779
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,832,A,0.04485384295666196
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,832,M,0.8780906176009496
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,835,A,0.05139358386565322
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,835,M,0.6651913621527215
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,858,A,0.060279482875402406
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,858,M,0.8158683266075528
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,861,A,0.07913661184788776
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,861,M,0.7664051106312959
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,870,A,15743052.959442139
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,870,M,0.5019129840391716
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,871,A,0.03978346564033824
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,871,M,0.8849179120854267
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,874,A,0.05249604308317775
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,874,M,0.8791687617941791
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,881,A,0.0697651766121245
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,881,M,0.9330733775476212
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,885,A,0.05565019461036719
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,885,M,0.915302025197745
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,909,A,0.05819604904932425
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,909,M,0.7022930749630284
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,911,A,0.05880996190594495
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,911,M,0.9432565459560428
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,913,A,0.06303417335095254
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,913,M,0.8910689669772244
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,914,A,0.04684786125580295
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,914,M,0.923684194941899
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,920,A,0.05731741646780851
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,920,M,1.0185012219767717
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,924,A,0.059806236600676216
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,924,M,0.7901253325275569
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,929,A,0.08043235581419571
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,929,M,0.704825189210894
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,938,A,0.08554988966458862
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,938,M,0.7192952336604164
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,939,A,0.044743157386236666
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,939,M,0.9478477184561636
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,943,A,0.055875250888020374
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,943,M,0.9049765085376879
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,954,A,0.09915773780634798
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,954,M,0.8393738543938977
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,957,A,0.047682603535863954
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,957,M,1.0629550958704104
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,960,A,0.07454844277849754
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,960,M,0.928055149131198
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,961,A,0.05969546945509646
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,961,M,0.7850323356617358
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,966,A,0.0552257012546007
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,966,M,0.8277048293046577
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,972,A,0.06187695209039896
