P,species,n,mean,std,sem,median,q25,q75,iqr
2,combined_max,10,0.9467594798971792,0.06556733056743488,0.020734210469027462,0.9296821123307397,0.8925655353290181,1.0011322367971967,0.1085667014681786
3,combined_max,10,1440116.705631561,4554045.946789325,1440115.7760912238,0.9332607995728365,0.8744073345697048,0.9921781832471436,0.11777084867743881
4,combined_max,10,2662300.75982413,5616441.312821134,1776074.6893181035,0.9578853066725552,0.8702793979070216,1.013956225734146,0.14367682782712432
5,combined_max,10,2613227.300268815,5575979.232096101,1763279.4559220334,0.9732729908230492,0.9059881014655192,1.0243667802145628,0.11837867874904362
6,combined_max,10,1426753.1761915737,3025604.3104410474,956780.0919416877,0.4761977279375932,0.44631435459934043,0.5050501106974737,0.05873575609813331
7,combined_max,10,617932.5024039773,1303661.7430442981,412254.04064451536,0.03777790232641376,0.033990796453379775,0.05188230447529222,0.017891508021912444
8,combined_max,10,537376.1065596638,1133870.4225720142,358561.310682516,0.21510714964808547,0.20235531085865738,0.23251518636389124,0.030159875505233857
9,combined_max,10,216797.545101329,490597.4658868616,155140.5406509241,0.04060469616524863,0.037335116388023,0.04779622747700265,0.010461111088979652
