experiment,label,P,sample_idx,species,nrmse
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,692,M,0.8365650234439747
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,695,A,14401158.690452576
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,695,M,0.9158000085230806
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,708,A,0.052146498655412175
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,708,M,1.0707130059650485
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,733,A,0.0730456671517425
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,733,M,0.925042167138339
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,736,A,0.05605636245256018
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,736,M,0.8403652201279166
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,752,A,0.11918886668891643
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,752,M,0.6903124858309015
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,759,A,0.08528307735329388
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,759,M,0.9166168556920165
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,762,A,0.052132527033530066
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,762,M,0.9128680141636563
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,778,A,0.04204579252438686
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,778,M,0.806124444327778
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,804,A,0.05129578860019693
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,804,M,0.8734729736489082
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,813,A,0.03306864659538352
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,813,M,0.878164208226653
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,817,A,0.048290184040284
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,817,M,1.0722035040199758
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,820,A,0.06206045449892042
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,820,M,0.9879206848547644
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,847,A,0.06570538665340786
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,847,M,0.9495638739367318
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,874,A,0.0524960366801925
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,874,M,0.8791690119275472
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,891,A,0.06631584359678852
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,891,M,1.1512915083179631
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,902,A,0.05361363317989513
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,902,M,0.93229710824115
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,938,A,0.08554988966458862
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,938,M,0.7192948852456903
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,966,A,0.05522569788323622
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,966,M,0.8277048293046577
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,982,A,0.05831976507487794
20260225_143003_reduced3_100ep_lr1e-3_substeps10_1layer,reduced3,3,982,M,0.9142633670365035
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,62,A,0.049811267300358585
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,62,M,0.7939725905604514
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,67,A,0.046033583568110506
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,67,M,0.9475966408920136
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,82,A,0.059163469248707225
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,82,M,0.9330019169836102
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,84,A,0.04786925264001581
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,84,M,0.9658707952563323
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,90,A,0.07524195805609737
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,90,M,0.8538465227863503
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,124,A,0.04452701649584782
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,124,M,0.9171505380930849
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,163,A,0.08530055303463925
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,163,M,1.1186214624206001
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,177,A,0.05810918060776164
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,177,M,0.8696372746732752
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,193,A,0.04708882985599229
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,193,M,0.9808323900839725
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,223,A,0.05051730044439964
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,223,M,0.9435451849735447
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,273,A,0.12835045477666307
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,273,M,0.8777063705568088
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,352,A,0.0525884711770256
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,352,M,0.8418917450037506
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,360,A,0.054429627177895575
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,360,M,0.7993667271420961
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,393,A,0.059006070679612624
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,393,M,0.7864054480617532
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,413,A,0.06286318124160759
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,413,M,0.9491079872372722
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,418,A,0.08019130894446291
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,418,M,0.8841752525764237
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,434,A,0.05776855609898336
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,434,M,0.8408185607790422
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,436,A,0.11341685559692387
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,436,M,0.9738928599624376
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,441,A,0.07361610217459508
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,441,M,0.8067238116920998
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,444,A,0.0526445237131106
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,444,M,0.9049899900404866
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,485,A,0.05331356970501364
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,485,M,0.9329169474864107
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,496,A,0.05146454271914175
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,496,M,0.8206058399164708
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,505,A,11279409.378767014
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,505,M,0.8673478602788832
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,533,A,0.04336299149566627
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,533,M,0.7987033131023071
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,545,A,0.08054529079957133
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,545,M,0.8549773657072891
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,623,A,0.05362389704192026
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,623,M,0.8513479228703423
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,625,A,0.07639960630371974
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,625,M,0.915942864221101
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,628,A,0.05540385994886441
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,628,M,0.8759535368094747
20260308_173145_reduced4_AEIM_100ep_lr1e-3_substeps10_1layer,reduced4_AEIM,4,668,A,0.05037469447184882
