P,species,n,mean,std,sem,median,q25,q75,iqr
2,combined_mean,200,41863.23372832165,592028.654834855,41862.74764904759,0.48806556726587635,0.46102928672130417,0.5151696573147628,0.054140370593458664
3,combined_mean,200,70254.64356962859,705889.1964061745,49913.90375451287,0.4773402064563439,0.44858585504683557,0.5069608511453075,0.058374996098471965
4,combined_mean,200,204748.57843702345,1096408.4839915982,77527.78739809213,0.47536246210330557,0.4489104771302326,0.5060200164805712,0.05710953935033858
5,combined_mean,200,254440.01030730433,1280985.4505420446,90579.34986795844,0.4931424133359186,0.4631835697439642,0.5271654496137097,0.06398187986974552
6,combined_mean,200,210857.0346701439,933617.7926858385,66016.74722445727,0.24973093025270265,0.23361820862895202,0.26775360010670146,0.03413539147774944
7,combined_mean,200,130134.92465211525,612754.5009357692,43328.2862814261,0.03162552815951471,0.026307306095309718,0.04035654138819487,0.01404923529288515
8,combined_mean,200,66624.33068272001,299072.963797938,21147.65207710808,0.04141100182984078,0.036625168291411415,0.04523511267635706,0.008609944384945646
9,combined_mean,200,127259.76313525956,541212.7345646977,38269.51946752127,0.024236854416316424,0.019426701091799704,0.029778283699966494,0.01035158260816679
