scaffold,n_samples,median_nrmse_mm,median_nrmse_pm,median_r2_mm_ts,median_r2_pm_ts,r2_peak_mm_acrossSamples,r2_endpoint_pm_acrossSamples
maturation,695,0.013584583066403866,0.26758745312690735,0.9959777593612671,0.4716506600379944,0.9990720152854919,0.8028015494346619
resource_maturation,695,0.013234484940767288,0.479799747467041,0.9961378574371338,-0.6237730979919434,0.9993149638175964,-0.042633771896362305
