step,time,model,Base,Mod,Am,MOF_C
40,4.0635,GRU,0.109998,0.0,0.375583,0.151347
41,4.1639,GRU,0.089999,0.0,0.384031,0.155148
42,4.2642,GRU,0.073636,0.0,0.390929,0.158296
43,4.3645,GRU,0.060248,0.0,0.396561,0.160902
44,4.4649,GRU,0.049294,0.0,0.401156,0.163058
45,4.5652,GRU,0.040332,0.0,0.404905,0.164842
46,4.6656,GRU,0.032999,0.0,0.407962,0.166315
47,4.7659,GRU,0.026999,0.0,0.410455,0.167533
48,4.8662,GRU,0.02209,0.0,0.412486,0.168537
49,4.9666,GRU,0.018074,0.0,0.414142,0.169366
50,5.0669,GRU,0.014788,0.0,0.41549,0.17005
51,5.1672,GRU,0.012099,0.0,0.416588,0.170613
52,5.2676,GRU,0.009899,0.0,0.417483,0.171077
53,5.3679,GRU,0.0081,0.0,0.418211,0.171458
54,5.4682,GRU,0.006627,0.0,0.418804,0.171772
55,5.5686,GRU,0.005422,0.0,0.419286,0.17203
56,5.6689,GRU,0.004436,0.0,0.419679,0.172242
57,5.7692,GRU,0.00363,0.0,0.419998,0.172416
58,5.8696,GRU,0.00297,0.0,0.420258,0.172559
59,5.9699,GRU,0.00243,0.0,0.42047,0.172676
60,6.0702,GRU,0.001988,0.0,0.420642,0.172772
61,6.1706,GRU,0.001627,0.0,0.420781,0.17285
62,6.2709,GRU,0.001331,0.0,0.420895,0.172914
63,6.3712,GRU,0.001089,0.0,0.420987,0.172967
64,6.4716,GRU,0.000891,0.0,0.421063,0.17301
65,6.5719,GRU,0.000729,0.0,0.421124,0.173045
66,6.6722,GRU,0.000596,0.0,0.421173,0.173074
67,6.7726,GRU,0.000488,0.0,0.421214,0.173097
68,6.8729,GRU,0.000399,0.0,0.421247,0.173116
69,6.9732,GRU,0.000327,0.0,0.421273,0.173132
70,7.0736,GRU,0.000267,0.0,0.421295,0.173144
71,7.1739,GRU,0.000219,0.0,0.421313,0.173154
72,7.2742,GRU,0.000179,0.0,0.421327,0.173163
73,7.3746,GRU,0.000146,0.0,0.421339,0.17317
74,7.4749,GRU,0.00012,0.0,0.421348,0.173175
75,7.5753,GRU,9.8e-05,0.0,0.421356,0.17318
76,7.6756,GRU,8e-05,0.0,0.421362,0.173183
77,7.7759,GRU,6.6e-05,0.0,0.421367,0.173186
78,7.8763,GRU,5.4e-05,0.0,0.421371,0.173189
79,7.9766,GRU,4.4e-05,0.0,0.421375,0.173191
80,8.0769,GRU,0.818222,0.0,0.482957,0.209093
81,8.1773,GRU,0.669458,0.0,0.532739,0.238118
82,8.2776,GRU,0.547742,0.0,0.573211,0.261571
83,8.3779,GRU,0.448154,0.0,0.606117,0.280516
84,8.4783,GRU,0.366673,0.0,0.632874,0.295813
85,8.5786,GRU,0.300007,0.0,0.654634,0.308157
86,8.6789,GRU,0.245461,0.0,0.67233,0.318112
87,8.7793,GRU,0.200833,0.0,0.686723,0.326137
88,8.8796,GRU,0.164319,0.0,0.698429,0.332601
89,8.9799,GRU,0.134444,0.0,0.70795,0.337805
90,9.0803,GRU,0.11,0.0,0.715694,0.341993
91,9.1806,GRU,0.09,0.0,0.721994,0.34536
92,9.2809,GRU,0.073637,0.0,0.727118,0.348066
93,9.3813,GRU,0.060249,0.0,0.731287,0.35024
94,9.4816,GRU,0.049295,0.0,0.734678,0.351985
95,9.5819,GRU,0.040332,0.0,0.737437,0.353385
96,9.6823,GRU,0.032999,0.0,0.739682,0.354507
97,9.7826,GRU,0.026999,0.0,0.741508,0.355406
98,9.8829,GRU,0.022091,0.0,0.742995,0.356127
99,9.9833,GRU,0.018074,0.0,0.744204,0.356703
100,10.0836,GRU,0.014788,0.0,0.745188,0.357164
101,10.1839,GRU,0.012099,0.0,0.745989,0.357533
102,10.2843,GRU,0.0099,0.0,0.746641,0.357827
103,10.3846,GRU,0.0081,0.0,0.747172,0.358063
104,10.485,GRU,0.006627,0.0,0.747604,0.35825
105,10.5853,GRU,0.005422,0.0,0.747955,0.3584
106,10.6856,GRU,0.004436,0.0,0.748242,0.358519
107,10.786,GRU,0.00363,0.0,0.748475,0.358615
108,10.8863,GRU,0.00297,0.0,0.748665,0.35869
109,10.9866,GRU,0.00243,0.0,0.748819,0.358751
110,11.087,GRU,0.001988,0.0,0.748945,0.358799
111,11.1873,GRU,0.001627,0.0,0.749048,0.358837
112,11.2876,GRU,0.001331,0.0,0.749131,0.358867
113,11.388,GRU,0.001089,0.0,0.749199,0.358891
114,11.4883,GRU,0.000891,0.0,0.749255,0.35891
115,11.5886,GRU,0.000729,0.0,0.7493,0.358925
116,11.689,GRU,0.000596,0.0,0.749336,0.358937
117,11.7893,GRU,0.000488,0.0,0.749366,0.358947
118,11.8896,GRU,0.000399,0.0,0.749391,0.358954
119,11.99,GRU,0.000327,0.0,0.749411,0.35896
120,12.0903,GRU,0.000267,0.0,0.749427,0.358965
121,12.1906,GRU,0.000219,0.0,0.74944,0.358969
122,12.291,GRU,0.000179,0.0,0.749451,0.358972
123,12.3913,GRU,0.000146,0.0,0.74946,0.358974
124,12.4916,GRU,0.00012,0.0,0.749467,0.358976
125,12.592,GRU,9.8e-05,0.0,0.749473,0.358977
126,12.6923,GRU,8e-05,0.0,0.749478,0.358978
127,12.7926,GRU,6.6e-05,0.0,0.749481,0.358979
128,12.893,GRU,5.4e-05,0.0,0.749485,0.35898
129,12.9933,GRU,4.4e-05,0.0,0.749487,0.358981
130,13.0936,GRU,0.818221,0.0,0.796851,0.36911
131,13.194,GRU,0.669457,0.0,0.835264,0.377083
132,13.2943,GRU,0.547741,0.0,0.86662,0.383359
133,13.3946,GRU,0.448154,0.0,0.892205,0.388298
134,13.495,GRU,0.366673,0.0,0.913082,0.392182
135,13.5953,GRU,0.300007,0.0,0.930117,0.395237
136,13.6957,GRU,0.245461,0.0,0.944018,0.397638
137,13.796,GRU,0.200833,0.0,0.955361,0.399525
138,13.8963,GRU,0.164319,0.0,0.964617,0.401007
139,13.9967,GRU,0.134443,0.0,0.97217,0.402171
140,14.097,GRU,0.11,0.0,0.978334,0.403085
141,14.1973,GRU,0.09,0.0,0.983364,0.403803
142,14.2977,GRU,0.073637,0.0,0.987468,0.404365
143,14.398,GRU,0.060249,0.0,0.990818,0.404807
144,14.4983,GRU,0.049295,0.0,0.993552,0.405153
145,14.5987,GRU,0.040332,0.0,0.995783,0.405424
146,14.699,GRU,0.032999,0.0,0.997604,0.405637
147,14.7993,GRU,0.026999,0.0,0.99909,0.405804
148,14.8997,GRU,0.022091,0.0,1.000303,0.405935
149,15.0,GRU,0.018074,0.0,1.001293,0.406037
150,15.1003,GRU,0.014788,0.0,1.002101,0.406117
151,15.2007,GRU,0.012099,0.0,1.002761,0.40618
152,15.301,GRU,0.0099,0.0,1.003299,0.406229
153,15.4013,GRU,0.0081,0.0,1.003739,0.406267
154,15.5017,GRU,0.006627,0.0,1.004097,0.406297
155,15.602,GRU,0.005422,0.0,1.00439,0.406321
156,15.7023,GRU,0.004436,0.0,1.004629,0.406339
157,15.8027,GRU,0.00363,0.0,1.004824,0.406353
158,15.903,GRU,0.00297,0.0,1.004984,0.406365
159,16.0033,GRU,0.00243,0.0,1.005114,0.406374
160,16.1037,GRU,0.001988,0.0,1.00522,0.40638
161,16.204,GRU,0.001627,0.0,1.005307,0.406386
162,16.3043,GRU,0.001331,0.0,1.005377,0.40639
163,16.4047,GRU,0.001089,0.0,1.005435,0.406393
164,16.505,GRU,0.000891,0.0,1.005482,0.406396
165,16.6054,GRU,0.000729,0.0,1.005521,0.406398
166,16.7057,GRU,0.000596,0.0,1.005552,0.406399
167,16.806,GRU,0.000488,0.0,1.005578,0.406401
168,16.9064,GRU,0.000399,0.0,1.005599,0.406402
169,17.0067,GRU,0.000327,0.0,1.005616,0.406402
170,17.107,GRU,0.000267,0.0,1.00563,0.406403
171,17.2074,GRU,0.000219,0.0,1.005642,0.406403
172,17.3077,GRU,0.000179,0.0,1.005651,0.406404
173,17.408,GRU,0.000146,0.0,1.005659,0.406404
174,17.5084,GRU,0.00012,0.0,1.005665,0.406404
175,17.6087,GRU,9.8e-05,0.0,1.00567,0.406404
176,17.709,GRU,8e-05,0.0,1.005674,0.406404
177,17.8094,GRU,6.6e-05,0.0,1.005677,0.406405
178,17.9097,GRU,5.4e-05,0.0,1.00568,0.406405
179,18.01,GRU,4.4e-05,0.0,1.005682,0.406405
180,18.1104,GRU,0.818219,0.0,1.047019,0.407535
181,18.2107,GRU,0.669456,0.0,1.080588,0.408418
182,18.311,GRU,0.54774,0.0,1.108038,0.409108
183,18.4114,GRU,0.448153,0.0,1.130469,0.409648
184,18.5117,GRU,0.366673,0.0,1.148796,0.410071
185,18.612,GRU,0.300007,0.0,1.163766,0.410401
186,18.7124,GRU,0.24546,0.0,1.175994,0.41066
187,18.8127,GRU,0.200832,0.0,1.185979,0.410862
188,18.913,GRU,0.164318,0.0,1.194133,0.411021
189,19.0134,GRU,0.134443,0.0,1.200791,0.411145
190,19.1137,GRU,0.109999,0.0,1.206227,0.411242
191,19.214,GRU,0.09,0.0,1.210665,0.411319
192,19.3144,GRU,0.073637,0.0,1.214288,0.411378
193,19.4147,GRU,0.060248,0.0,1.217245,0.411425
194,19.5151,GRU,0.049294,0.0,1.219659,0.411462
195,19.6154,GRU,0.040332,0.0,1.22163,0.411491
196,19.7157,GRU,0.032999,0.0,1.223238,0.411514
197,19.8161,GRU,0.026999,0.0,1.224551,0.411531
198,19.9164,GRU,0.022091,0.0,1.225622,0.411545
199,20.0167,GRU,0.018074,0.0,1.226496,0.411556
200,20.1171,GRU,0.014788,0.0,1.22721,0.411565
201,20.2174,GRU,0.012099,0.0,1.227792,0.411572
202,20.3177,GRU,0.0099,0.0,1.228267,0.411577
203,20.4181,GRU,0.0081,0.0,1.228655,0.411581
204,20.5184,GRU,0.006627,0.0,1.228971,0.411585
205,20.6187,GRU,0.005422,0.0,1.22923,0.411587
206,20.7191,GRU,0.004436,0.0,1.22944,0.411589
207,20.8194,GRU,0.00363,0.0,1.229612,0.411591
208,20.9197,GRU,0.00297,0.0,1.229752,0.411592
209,21.0201,GRU,0.00243,0.0,1.229867,0.411593
210,21.1204,GRU,0.001988,0.0,1.22996,0.411594
211,21.2207,GRU,0.001627,0.0,1.230036,0.411595
212,21.3211,GRU,0.001331,0.0,1.230098,0.411595
213,21.4214,GRU,0.001089,0.0,1.230149,0.411596
214,21.5217,GRU,0.000891,0.0,1.230191,0.411596
215,21.6221,GRU,0.000729,0.0,1.230224,0.411596
216,21.7224,GRU,0.000596,0.0,1.230252,0.411596
217,21.8227,GRU,0.000488,0.0,1.230274,0.411597
218,21.9231,GRU,0.000399,0.0,1.230292,0.411597
219,22.0234,GRU,0.000327,0.0,1.230307,0.411597
220,22.1237,GRU,0.000267,0.0,1.230319,0.411597
221,22.2241,GRU,0.000219,0.0,1.230329,0.411597
222,22.3244,GRU,0.000179,0.0,1.230338,0.411597
223,22.4247,GRU,0.000146,0.0,1.230344,0.411597
224,22.5251,GRU,0.00012,0.0,1.230349,0.411597
225,22.6254,GRU,9.8e-05,0.0,1.230354,0.411597
226,22.7258,GRU,8e-05,0.0,1.230357,0.411597
227,22.8261,GRU,6.6e-05,0.0,1.23036,0.411597
228,22.9264,GRU,5.4e-05,0.0,1.230363,0.411597
229,23.0268,GRU,4.4e-05,0.0,1.230365,0.411597
230,23.1271,GRU,0.818222,0.0,1.265764,0.411793
231,23.2274,GRU,0.669458,0.0,1.294479,0.41195
232,23.3278,GRU,0.547742,0.0,1.317937,0.412077
233,23.4281,GRU,0.448155,0.0,1.337084,0.412178
234,23.5284,GRU,0.366673,0.0,1.352708,0.41226
235,23.6288,GRU,0.300007,0.0,1.365453,0.412326
236,23.7291,GRU,0.245461,0.0,1.375847,0.412379
237,23.8294,GRU,0.200833,0.0,1.384323,0.412422
238,23.9298,GRU,0.164319,0.0,1.391233,0.412456
239,24.0301,GRU,0.134444,0.0,1.396865,0.412484
240,24.1304,GRU,0.11,0.0,1.401456,0.412507
241,24.2308,GRU,0.09,0.0,1.405198,0.412525
242,24.3311,GRU,0.073637,0.0,1.408247,0.412539
243,24.4314,GRU,0.060249,0.0,1.410731,0.412551
244,24.5318,GRU,0.049295,0.0,1.412755,0.412561
245,24.6321,GRU,0.040332,0.0,1.414404,0.412569
246,24.7324,GRU,0.032999,0.0,1.415747,0.412575
247,24.8328,GRU,0.027,0.0,1.416842,0.41258
248,24.9331,GRU,0.022091,0.0,1.417733,0.412584
249,25.0334,GRU,0.018074,0.0,1.418459,0.412587
250,25.1338,GRU,0.014788,0.0,1.41905,0.41259
251,25.2341,GRU,0.012099,0.0,1.419532,0.412592
252,25.3344,GRU,0.0099,0.0,1.419924,0.412594
253,25.4348,GRU,0.0081,0.0,1.420244,0.412596
254,25.5351,GRU,0.006627,0.0,1.420504,0.412597
255,25.6355,GRU,0.005422,0.0,1.420715,0.412598
256,25.7358,GRU,0.004436,0.0,1.420888,0.412599
257,25.8361,GRU,0.00363,0.0,1.421028,0.412599
258,25.9365,GRU,0.00297,0.0,1.421143,0.4126
259,26.0368,GRU,0.00243,0.0,1.421236,0.4126
260,26.1371,GRU,0.001988,0.0,1.421312,0.4126
261,26.2375,GRU,0.001627,0.0,1.421373,0.412601
262,26.3378,GRU,0.001331,0.0,1.421423,0.412601
263,26.4381,GRU,0.001089,0.0,1.421464,0.412601
264,26.5385,GRU,0.000891,0.0,1.421498,0.412601
265,26.6388,GRU,0.000729,0.0,1.421525,0.412601
266,26.7391,GRU,0.000596,0.0,1.421547,0.412601
267,26.8395,GRU,0.000488,0.0,1.421565,0.412602
268,26.9398,GRU,0.000399,0.0,1.421579,0.412602
269,27.0401,GRU,0.000327,0.0,1.421591,0.412602
270,27.1405,GRU,0.000267,0.0,1.421601,0.412602
271,27.2408,GRU,0.000219,0.0,1.421609,0.412602
272,27.3411,GRU,0.000179,0.0,1.421615,0.412602
273,27.4415,GRU,0.000146,0.0,1.42162,0.412602
274,27.5418,GRU,0.00012,0.0,1.421625,0.412602
275,27.6421,GRU,9.8e-05,0.0,1.421628,0.412602
276,27.7425,GRU,8e-05,0.0,1.421631,0.412602
277,27.8428,GRU,6.6e-05,0.0,1.421633,0.412602
278,27.9431,GRU,5.4e-05,0.0,1.421635,0.412602
279,28.0435,GRU,4.4e-05,0.0,1.421637,0.412602
280,28.1438,GRU,3.6e-05,0.0,1.421638,0.412602
281,28.2441,GRU,2.9e-05,0.0,1.421639,0.412602
282,28.3445,GRU,2.4e-05,0.0,1.42164,0.412602
283,28.4448,GRU,2e-05,0.0,1.421641,0.412602
284,28.5452,GRU,1.6e-05,0.0,1.421641,0.412602
285,28.6455,GRU,1.3e-05,0.0,1.421642,0.412602
286,28.7458,GRU,1.1e-05,0.0,1.421642,0.412602
287,28.8462,GRU,9e-06,0.0,1.421642,0.412602
288,28.9465,GRU,7e-06,0.0,1.421642,0.412602
289,29.0468,GRU,6e-06,0.0,1.421643,0.412602
290,29.1472,GRU,5e-06,0.0,1.421643,0.412602
291,29.2475,GRU,4e-06,0.0,1.421643,0.412602
292,29.3478,GRU,3e-06,0.0,1.421643,0.412602
293,29.4482,GRU,3e-06,0.0,1.421643,0.412602
294,29.5485,GRU,2e-06,0.0,1.421643,0.412602
295,29.6488,GRU,2e-06,0.0,1.421643,0.412602
296,29.7492,GRU,1e-06,0.0,1.421643,0.412602
297,29.8495,GRU,1e-06,0.0,1.421643,0.412602
298,29.9498,GRU,1e-06,0.0,1.421643,0.412602
