step,time,model,Base,Mod,Am,MOF_C
107,10.786,GRU,0.0,0.548457,0.421389,0.173199
108,10.8863,GRU,0.0,0.548402,0.421389,0.173199
109,10.9866,GRU,0.0,0.548347,0.421389,0.173199
110,11.087,GRU,0.0,0.548292,0.421389,0.173199
111,11.1873,GRU,0.0,0.548237,0.421389,0.173199
112,11.2876,GRU,0.0,0.548182,0.421389,0.173199
113,11.388,GRU,0.0,0.548127,0.421389,0.173199
114,11.4883,GRU,0.0,0.548072,0.421389,0.173199
115,11.5886,GRU,0.0,0.548017,0.421389,0.173199
116,11.689,GRU,0.0,0.547962,0.421389,0.173199
117,11.7893,GRU,0.0,0.547907,0.421389,0.173199
118,11.8896,GRU,0.0,0.547852,0.421389,0.173199
119,11.99,GRU,0.0,0.547797,0.421389,0.173199
120,12.0903,GRU,0.0,0.547742,0.421389,0.173199
121,12.1906,GRU,0.0,0.547687,0.421389,0.173199
122,12.291,GRU,0.0,0.547632,0.421389,0.173199
123,12.3913,GRU,0.0,0.547577,0.421389,0.173199
124,12.4916,GRU,0.0,0.547522,0.421389,0.173199
125,12.592,GRU,0.0,0.547467,0.421389,0.173199
126,12.6923,GRU,0.0,0.547412,0.421389,0.173199
127,12.7926,GRU,0.0,0.547357,0.421389,0.173199
128,12.893,GRU,0.0,0.547303,0.421389,0.173199
129,12.9933,GRU,0.0,0.547248,0.421389,0.173199
130,13.0936,GRU,0.818185,0.547193,0.469222,0.183473
131,13.194,GRU,0.669428,0.547138,0.508056,0.191555
132,13.2943,GRU,0.547717,0.547083,0.539754,0.197916
133,13.3946,GRU,0.448134,0.547028,0.565618,0.202921
134,13.495,GRU,0.366657,0.546973,0.586724,0.206858
135,13.5953,GRU,0.299993,0.546918,0.603947,0.209953
136,13.6957,GRU,0.245451,0.546863,0.618001,0.212386
137,13.796,GRU,0.200824,0.546809,0.629471,0.214298
138,13.8963,GRU,0.164311,0.546754,0.638831,0.2158
139,13.9967,GRU,0.134437,0.546699,0.646469,0.216979
140,14.097,GRU,0.109995,0.546644,0.652703,0.217905
141,14.1973,GRU,0.089996,0.546589,0.657791,0.218631
142,14.2977,GRU,0.073634,0.546534,0.661943,0.219201
143,14.398,GRU,0.060246,0.54648,0.665332,0.219648
144,14.4983,GRU,0.049292,0.546425,0.668098,0.219999
145,14.5987,GRU,0.04033,0.54637,0.670356,0.220274
146,14.699,GRU,0.032998,0.546315,0.672199,0.220489
147,14.7993,GRU,0.026998,0.54626,0.673703,0.220658
148,14.8997,GRU,0.02209,0.546205,0.674931,0.22079
149,15.0,GRU,0.018073,0.546151,0.675933,0.220893
150,15.1003,GRU,0.014787,0.546096,0.676752,0.220974
151,15.2007,GRU,0.012099,0.546041,0.67742,0.221038
152,15.301,GRU,0.009899,0.545986,0.677965,0.221087
153,15.4013,GRU,0.008099,0.545932,0.67841,0.221126
154,15.5017,GRU,0.006627,0.545877,0.678774,0.221156
155,15.602,GRU,0.005422,0.545822,0.67907,0.22118
156,15.7023,GRU,0.004436,0.545767,0.679313,0.221199
157,15.8027,GRU,0.00363,0.545712,0.679511,0.221213
158,15.903,GRU,0.00297,0.545658,0.679672,0.221225
159,16.0033,GRU,0.00243,0.545603,0.679804,0.221233
160,16.1037,GRU,0.001988,0.545548,0.679912,0.22124
161,16.204,GRU,0.001627,0.545493,0.68,0.221246
162,16.3043,GRU,0.001331,0.545439,0.680071,0.22125
163,16.4047,GRU,0.001089,0.545384,0.68013,0.221253
164,16.505,GRU,0.000891,0.545329,0.680178,0.221256
165,16.6054,GRU,0.000729,0.545275,0.680217,0.221258
166,16.7057,GRU,0.000596,0.54522,0.680249,0.221259
167,16.806,GRU,0.000488,0.545165,0.680275,0.221261
168,16.9064,GRU,0.000399,0.54511,0.680296,0.221262
169,17.0067,GRU,0.000327,0.545056,0.680314,0.221262
170,17.107,GRU,0.000267,0.545001,0.680328,0.221263
171,17.2074,GRU,0.000219,0.544946,0.68034,0.221263
172,17.3077,GRU,0.000179,0.544892,0.680349,0.221264
173,17.408,GRU,0.000146,0.544837,0.680357,0.221264
174,17.5084,GRU,0.00012,0.544782,0.680363,0.221264
175,17.6087,GRU,9.8e-05,0.544728,0.680368,0.221264
176,17.709,GRU,8e-05,0.544673,0.680372,0.221265
177,17.8094,GRU,6.6e-05,0.544618,0.680376,0.221265
178,17.9097,GRU,5.4e-05,0.544564,0.680379,0.221265
179,18.01,GRU,4.4e-05,0.544509,0.680381,0.221265
180,18.1104,GRU,3.6e-05,1.094399,0.680383,0.221265
181,18.2107,GRU,2.9e-05,1.09429,0.680384,0.221265
182,18.311,GRU,2.4e-05,1.09418,0.680386,0.221265
183,18.4114,GRU,2e-05,1.09407,0.680387,0.221265
184,18.5117,GRU,1.6e-05,1.09396,0.680387,0.221265
185,18.612,GRU,1.3e-05,1.09385,0.680388,0.221265
186,18.7124,GRU,1.1e-05,1.093741,0.680389,0.221265
187,18.8127,GRU,9e-06,1.093631,0.680389,0.221265
188,18.913,GRU,7e-06,1.093521,0.68039,0.221265
189,19.0134,GRU,6e-06,1.093411,0.68039,0.221265
190,19.1137,GRU,5e-06,1.093302,0.68039,0.221265
191,19.214,GRU,4e-06,1.093192,0.68039,0.221265
192,19.3144,GRU,3e-06,1.093082,0.68039,0.221265
193,19.4147,GRU,3e-06,1.092973,0.680391,0.221265
194,19.5151,GRU,2e-06,1.092863,0.680391,0.221265
195,19.6154,GRU,2e-06,1.092753,0.680391,0.221265
196,19.7157,GRU,1e-06,1.092644,0.680391,0.221265
197,19.8161,GRU,1e-06,1.092534,0.680391,0.221265
198,19.9164,GRU,1e-06,1.092424,0.680391,0.221265
199,20.0167,GRU,1e-06,1.092315,0.680391,0.221265
200,20.1171,GRU,1e-06,1.092205,0.680391,0.221265
201,20.2174,GRU,1e-06,1.092096,0.680391,0.221265
202,20.3177,GRU,0.0,1.091986,0.680391,0.221265
203,20.4181,GRU,0.0,1.091877,0.680391,0.221265
204,20.5184,GRU,0.0,1.091767,0.680391,0.221265
205,20.6187,GRU,0.0,1.091658,0.680391,0.221265
206,20.7191,GRU,0.0,1.091548,0.680391,0.221265
207,20.8194,GRU,0.0,1.091438,0.680391,0.221265
208,20.9197,GRU,0.0,1.091329,0.680391,0.221265
209,21.0201,GRU,0.0,1.091219,0.680391,0.221265
210,21.1204,GRU,0.0,1.09111,0.680391,0.221265
211,21.2207,GRU,0.0,1.091001,0.680391,0.221265
212,21.3211,GRU,0.0,1.090891,0.680391,0.221265
213,21.4214,GRU,0.0,1.090782,0.680391,0.221265
214,21.5217,GRU,0.0,1.090672,0.680391,0.221265
215,21.6221,GRU,0.0,1.090563,0.680391,0.221265
216,21.7224,GRU,0.0,1.090453,0.680391,0.221265
217,21.8227,GRU,0.0,1.090344,0.680391,0.221265
218,21.9231,GRU,0.0,1.090235,0.680391,0.221265
219,22.0234,GRU,0.0,1.090125,0.680391,0.221265
220,22.1237,GRU,0.0,1.090016,0.680391,0.221265
221,22.2241,GRU,0.0,1.089906,0.680391,0.221265
222,22.3244,GRU,0.0,1.089797,0.680391,0.221265
223,22.4247,GRU,0.0,1.089688,0.680391,0.221265
224,22.5251,GRU,0.0,1.089579,0.680391,0.221265
225,22.6254,GRU,0.0,1.089469,0.680391,0.221265
226,22.7258,GRU,0.0,1.08936,0.680391,0.221265
227,22.8261,GRU,0.0,1.089251,0.680391,0.221265
228,22.9264,GRU,0.0,1.089141,0.680391,0.221265
229,23.0268,GRU,0.0,1.089032,0.680391,0.221265
230,23.1271,GRU,0.818186,1.088923,0.717364,0.221425
231,23.2274,GRU,0.669429,1.088813,0.747439,0.221554
232,23.3278,GRU,0.547718,1.088704,0.772005,0.221656
233,23.4281,GRU,0.448135,1.088595,0.792057,0.221738
234,23.5284,GRU,0.366657,1.088486,0.80842,0.221804
235,23.6288,GRU,0.299993,1.088377,0.821771,0.221856
236,23.7291,GRU,0.245451,1.088267,0.83266,0.221898
237,23.8294,GRU,0.200824,1.088158,0.841541,0.221932
238,23.9298,GRU,0.164312,1.088049,0.848783,0.22196
239,24.0301,GRU,0.134438,1.08794,0.854687,0.221981
240,24.1304,GRU,0.109995,1.087831,0.859501,0.221999
241,24.2308,GRU,0.089996,1.087721,0.863425,0.222013
242,24.3311,GRU,0.073634,1.087612,0.866623,0.222024
243,24.4314,GRU,0.060246,1.087503,0.86923,0.222034
244,24.5318,GRU,0.049292,1.087394,0.871354,0.222041
245,24.6321,GRU,0.04033,1.087285,0.873085,0.222047
246,24.7324,GRU,0.032998,1.087176,0.874496,0.222052
247,24.8328,GRU,0.026998,1.087067,0.875645,0.222056
248,24.9331,GRU,0.02209,1.086958,0.876582,0.222059
249,25.0334,GRU,0.018073,1.086849,0.877345,0.222061
250,25.1338,GRU,0.014787,1.08674,0.877967,0.222063
251,25.2341,GRU,0.012099,1.086631,0.878473,0.222065
252,25.3344,GRU,0.009899,1.086522,0.878886,0.222066
253,25.4348,GRU,0.008099,1.086413,0.879222,0.222067
254,25.5351,GRU,0.006627,1.086304,0.879496,0.222068
255,25.6355,GRU,0.005422,1.086195,0.879719,0.222069
256,25.7358,GRU,0.004436,1.086086,0.8799,0.22207
257,25.8361,GRU,0.00363,1.085977,0.880048,0.22207
258,25.9365,GRU,0.00297,1.085868,0.880169,0.22207
259,26.0368,GRU,0.00243,1.085759,0.880267,0.222071
260,26.1371,GRU,0.001988,1.08565,0.880347,0.222071
261,26.2375,GRU,0.001627,1.085541,0.880412,0.222071
262,26.3378,GRU,0.001331,1.085432,0.880465,0.222071
263,26.4381,GRU,0.001089,1.085323,0.880508,0.222072
264,26.5385,GRU,0.000891,1.085214,0.880543,0.222072
265,26.6388,GRU,0.000729,1.085105,0.880571,0.222072
266,26.7391,GRU,0.000596,1.084997,0.880595,0.222072
267,26.8395,GRU,0.000488,1.084888,0.880614,0.222072
268,26.9398,GRU,0.000399,1.084779,0.880629,0.222072
269,27.0401,GRU,0.000327,1.08467,0.880642,0.222072
270,27.1405,GRU,0.000267,1.084561,0.880652,0.222072
271,27.2408,GRU,0.000219,1.084452,0.88066,0.222072
272,27.3411,GRU,0.000179,1.084344,0.880667,0.222072
273,27.4415,GRU,0.000146,1.084235,0.880673,0.222072
274,27.5418,GRU,0.00012,1.084126,0.880677,0.222072
275,27.6421,GRU,9.8e-05,1.084017,0.880681,0.222072
276,27.7425,GRU,8e-05,1.083908,0.880684,0.222072
277,27.8428,GRU,6.6e-05,1.0838,0.880686,0.222072
278,27.9431,GRU,5.4e-05,1.083691,0.880688,0.222072
279,28.0435,GRU,4.4e-05,1.083582,0.88069,0.222072
280,28.1438,GRU,3.6e-05,1.083474,0.880691,0.222072
281,28.2441,GRU,2.9e-05,1.083365,0.880692,0.222072
282,28.3445,GRU,2.4e-05,1.083256,0.880693,0.222072
283,28.4448,GRU,2e-05,1.083147,0.880694,0.222072
284,28.5452,GRU,1.6e-05,1.083039,0.880694,0.222072
285,28.6455,GRU,1.3e-05,1.08293,0.880695,0.222072
286,28.7458,GRU,1.1e-05,1.082821,0.880695,0.222072
287,28.8462,GRU,9e-06,1.082713,0.880695,0.222072
288,28.9465,GRU,7e-06,1.082604,0.880696,0.222072
289,29.0468,GRU,6e-06,1.082496,0.880696,0.222072
290,29.1472,GRU,5e-06,1.082387,0.880696,0.222072
291,29.2475,GRU,4e-06,1.082278,0.880696,0.222072
292,29.3478,GRU,3e-06,1.08217,0.880696,0.222072
293,29.4482,GRU,3e-06,1.082061,0.880696,0.222072
294,29.5485,GRU,2e-06,1.081953,0.880696,0.222072
295,29.6488,GRU,2e-06,1.081844,0.880696,0.222072
296,29.7492,GRU,1e-06,1.081735,0.880697,0.222072
297,29.8495,GRU,1e-06,1.081627,0.880697,0.222072
298,29.9498,GRU,1e-06,1.081518,0.880697,0.222072
