run,nrmse,Base,Mod,SBU,Am,Nuc_C,MOF_C
A6_baseline_n10,0.066936,0.025436,0.097044,0.071505,0.104683,0.034982,0.067968
lstm_mof6_n10_s42,0.080333,0.047468,0.097044,0.080786,0.090286,0.065008,0.101405
slstm_mof6_n10_s42,0.084913,0.038030,0.097044,0.076179,0.111279,0.088051,0.098894
slstm_mof6_n10_fl_s42,0.129734,0.017758,0.097044,0.215072,0.239008,0.148543,0.060982
A6_baseline_first_last_n10,0.129876,0.006971,0.097044,0.117915,0.251445,0.212352,0.093527
